,Film,Betweenness Centrality,Country,tconst,Year
375,Casper (1995),3.6319967051689495e-05,USA,tt0112642,1995
376,After Hours (1985),3.6305967195825334e-05,USA,tt0088680,1985
377,The Princess Bride (1987),3.621770533513302e-05,USA,tt0093779,1987
378,Django Unchained (2012),3.6185420342517975e-05,USA,tt1853728,2012
379,Madagascar (2005),3.607626294511377e-05,USA,tt0351283,2005
380,Chopping Mall (1986),3.567855710874024e-05,USA,tt0090837,1986
381,"Spider Baby or, The Maddest Story Ever Told (1967)",3.558982832353562e-05,USA,tt0058606,1967
382,Rush Hour (1998),3.5568621683031215e-05,USA,tt0120812,1998
383,The Day After Tomorrow (2004),3.5368100823537e-05,USA,tt0319262,2004
384,Dawn of the Dead (1978),3.535204160160522e-05,USA,tt0077402,1978
385,Fletch (1985),3.523970059490985e-05,USA,tt0089155,1985
386,The Initiation (1984),3.519909492618411e-05,USA,tt0087472,1984
387,Little Nicky (2000),3.519890323949441e-05,USA,tt0185431,2000
388,Sexual Freedom in Denmark (1970),3.5097613158611835e-05,USA,tt0178315,1970
389,The Mummy (1999),3.500068925919926e-05,USA,tt0120616,1999
390,Legally Blonde (2001),3.4899300185284107e-05,USA,tt0250494,2001
391,Kagemusha (1980),3.487321938727314e-05,"Japan,USA",tt0080979,1980
392,The Island (2005),3.4796299606445166e-05,USA,tt0399201,2005
393,The Big Sleep (1946),3.4738920120267615e-05,USA,tt0038355,1946
394,Ace in the Hole (1951),3.467666719739316e-05,USA,tt0043338,1951
395,Ringu (1998),3.46667976044403e-05,Japan,tt0178868,1998
396,Sh! The Octopus (1937),3.453301297167906e-05,USA,tt0029541,1937
397,Rambo: First Blood Part II (1985),3.4524991077283084e-05,USA,tt0089880,1985
398,Barton Fink (1991),3.421225268409824e-05,USA,tt0101410,1991
399,Falling Down (1993),3.4151425351366446e-05,USA,tt0106856,1993
400,Mulholland Dr. (2001),3.3971743922895444e-05,USA,tt0166924,2001
401,Anger Management (2003),3.3969978042648605e-05,USA,tt0305224,2003
402,Raging Bull (1980),3.394394312611216e-05,USA,tt0081398,1980
403,Predator (1987),3.3858663220366525e-05,USA,tt0093773,1987
404,Chicken Run (2000),3.3784909651235366e-05,USA,tt0120630,2000
405,King Kong (1933),3.3778618317497484e-05,USA,tt0024216,1933
406,Being John Malkovich (1999),3.3772232185635066e-05,USA,tt0120601,1999
407,The Secret Life of Walter Mitty (1947),3.372535671678315e-05,USA,tt0039808,1947
408,"Hi, Mom! (1970)",3.3554080699832136e-05,USA,tt0065836,1970
409,The Manchurian Candidate (1962),3.34987798191597e-05,USA,tt0056218,1962
410,There's Something About Mary (1998),3.3272359078253706e-05,USA,tt0129387,1998
411,Critters (1986),3.324929238867164e-05,USA,tt0090887,1986
412,The Girl Can't Help It (1956),3.3105825596229506e-05,USA,tt0049263,1956
413,THX 1138 (1971),3.2800383639940173e-05,USA,tt0066434,1971
414,Con Air (1997),3.243643988456456e-05,USA,tt0118880,1997
415,Jûbê ninpûchô (1993),3.24246608589383e-05,Japan,tt0107692,1993
416,The Wind and the Lion (1975),3.228302731703365e-05,USA,tt0073906,1975
417,Three Kings (1999),3.19112930352047e-05,USA,tt0120188,1999
418,Batman Forever (1995),3.180053250363263e-05,USA,tt0112462,1995
419,Big Fish (2003),3.17017901058254e-05,USA,tt0319061,2003
420,"Il buono, il brutto, il cattivo (1966)",3.1533358846755585e-05,USA,tt0060196,1966
421,Madhouse (1974),3.153306519817247e-05,USA,tt0071790,1974
422,Battlefield Earth (2000),3.1528216017253e-05,USA,tt0185183,2000
423,Yankee Doodle Dandy (1942),3.130072523998252e-05,USA,tt0035575,1942
424,Charlie's Angels: Full Throttle (2003),3.0982748216118304e-05,USA,tt0305357,2003
425,Meet the Parents (2000),3.081543529167936e-05,USA,tt0212338,2000
426,Lilo & Stitch (2002),3.080172160145693e-05,USA,tt0275847,2002
427,"The Beast from 20,000 Fathoms (1953)",3.077906210697463e-05,USA,tt0045546,1953
428,Planet Terror (2007),3.068526746691598e-05,USA,tt1077258,2007
429,Snakes on a Plane (2006),3.031708909422611e-05,USA,tt0417148,2006
430,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),3.0316750360963494e-05,USA,tt0443453,2006
431,Scooby-Doo (2002),3.0169857603821402e-05,USA,tt0267913,2002
432,Night on Earth (1991),3.0155763475035825e-05,"USA,Japan",tt0102536,1991
433,Body Double (1984),3.0067567408099847e-05,USA,tt0086984,1984
434,Encino Man (1992),3.005456022527434e-05,USA,tt0104187,1992
435,Titan A.E. (2000),3.0035808462220563e-05,USA,tt0120913,2000
436,Toy Story 3 (2010),3.0019651185660107e-05,USA,tt0435761,2010
437,Valley of the Dolls (1967),2.9997473187076698e-05,USA,tt0062430,1967
438,Superman (1978),2.991395762094877e-05,USA,tt0371968,1978
439,Black Legion (1937),2.9808298996673262e-05,USA,tt0027367,1937
440,Speed (1994),2.9784432955428187e-05,USA,tt0111257,1994
441,Boyz n the Hood (1991),2.9780469535286248e-05,USA,tt0101507,1991
442,Hellboy (2004),2.9767139950989584e-05,USA,tt0167190,2004
443,MASH (1970),2.9684475101530877e-05,USA,tt0066026,1970
444,Good Will Hunting (1997),2.9587853669547605e-05,USA,tt0119217,1997
445,Meng long guo jiang (1972),2.9568722987289115e-05,Hong Kong,tt0068935,1972
446,Casablanca (1942),2.9522970524407818e-05,USA,tt0034583,1942
447,The Wraith (1986),2.9479957020354525e-05,USA,tt0092240,1986
448,Romeo + Juliet (1996),2.942199920751208e-05,USA,tt0117509,1996
449,Ski Party (1965),2.9403257003248384e-05,USA,tt0059726,1965
450,Cat People (1982),2.9364585637716912e-05,USA,tt0083722,1982
451,Predator 2 (1990),2.9345688103996103e-05,USA,tt0100403,1990
452,The Zodiac Killer (1971),2.9343908917586866e-05,USA,tt0143016,1971
453,Irma la Douce (1963),2.925509798000035e-05,USA,tt0057187,1963
454,Face/Off (1997),2.9134676163947332e-05,USA,tt0119094,1997
455,The Case of the Stuttering Bishop (1937),2.9106826807507945e-05,USA,tt0028695,1937
456,Watchmen (2009),2.9085335834998652e-05,USA,tt0409459,2009
457,Almost Famous (2000),2.9041878589618358e-05,USA,tt0181875,2000
458,The Exterminator (1980),2.9033950768310976e-05,USA,tt0080707,1980
459,I Drink Your Blood (1970),2.9000380007678736e-05,USA,tt0067229,1970
460,The Master of Disguise (2002),2.896506558035509e-05,USA,tt0295427,2002
461,Once Bitten (1985),2.884907973429626e-05,USA,tt0089730,1985
462,Gojira (1954),2.8824294299959064e-05,Japan,tt0047034,1954
463,Road to Perdition (2002),2.8771916686497915e-05,USA,tt0257044,2002
464,"Gojira, Ebirâ, Mosura: Nankai no daiketto (1966)",2.871646070394274e-05,Japan,tt0060464,1966
465,Shrek 2 (2004),2.8695118048505204e-05,USA,tt0298148,2004
466,The Woman in Green (1945),2.8642427477617226e-05,USA,tt0038259,1945
467,AVP: Alien vs. Predator (2004),2.8496769577792374e-05,USA,tt0370263,2004
468,The Ecstasy Girls (1979),2.8482733068704876e-05,USA,tt0125727,1979
469,Polyester (1981),2.8476126608075535e-05,USA,tt0082926,1981
470,Tootsie (1982),2.841726044834115e-05,USA,tt0084805,1982
471,A Star Is Born (1954),2.836339192411386e-05,USA,tt0047522,1954
472,Office Space (1999),2.832750577298769e-05,USA,tt0151804,1999
473,The Little Mermaid (1989),2.828259074093576e-05,USA,tt0097757,1989
474,Cooley High (1975),2.821709827888175e-05,USA,tt0072820,1975
475,American Graffiti (1973),2.8163915407011766e-05,USA,tt0069704,1973
476,Bowling for Columbine (2002),2.8136318277657376e-05,USA,tt0310793,2002
477,Mother's Day (1980),2.8101334050679592e-05,USA,tt0081186,1980
478,Crawlspace (1986),2.801337255287388e-05,USA,tt0090881,1986
479,Fade to Black (1980),2.791860178477891e-05,USA,tt0080711,1980
480,Road Trip (2000),2.762886949550179e-05,USA,tt0215129,2000
481,Gojira vs. Kingu Gidorâ (1991),2.761244005693101e-05,Japan,tt0101962,1991
482,Daredevil (2003),2.7572209617197372e-05,USA,tt0287978,2003
483,The Departed (2006),2.7419244956426717e-05,"USA,Hong Kong",tt0407887,2006
484,Mulan (1998),2.7344401339494486e-05,USA,tt14144488,1998
485,"South Park: Bigger, Longer & Uncut (1999)",2.726613556429753e-05,USA,tt0158983,1999
486,A Nightmare on Elm Street 3: Dream Warriors (1987),2.723458410663694e-05,USA,tt0093629,1987
487,The Matrix Revolutions (2003),2.720759849923008e-05,USA,tt0242653,2003
488,Teen Wolf (1985),2.7200267710907093e-05,USA,tt0090142,1985
489,Scream 3 (2000),2.7146167546772985e-05,USA,tt0134084,2000
490,True Stories (1986),2.7085784134821032e-05,USA,tt0092117,1986
491,Bonnie and Clyde (1967),2.6987941560739252e-05,USA,tt0061418,1967
492,Sudden Impact (1983),2.696401123562675e-05,USA,tt0086383,1983
493,Rambo III (1988),2.6932862135705873e-05,USA,tt0095956,1988
494,Hannibal (2001),2.6888307145261397e-05,USA,tt0212985,2001
495,Freddy vs. Jason (2003),2.685677606600256e-05,USA,tt0329101,2003
496,Hoodwinked! (2005),2.685297936141417e-05,USA,tt4064028,2005
497,The Howling (1981),2.6786198619111322e-05,USA,tt0082533,1981
498,Multiple Maniacs (1970),2.6655522672030678e-05,USA,tt0067454,1970
499,Hollywood or Bust (1956),2.662720384554022e-05,USA,tt0049322,1956
500,Lost Highway (1997),2.6622277394333673e-05,USA,tt0116922,1997
501,Death Wish II (1982),2.65503907657727e-05,USA,tt0082250,1982
502,Koyaanisqatsi (1982),2.6480496062683112e-05,USA,tt0085809,1982
503,The French Connection (1971),2.6346715046485718e-05,USA,tt0067116,1971
504,Final Destination 2 (2003),2.630450170477643e-05,USA,tt0309593,2003
505,Panic Room (2002),2.6168167065190116e-05,USA,tt0258000,2002
506,Clerks II (2006),2.612701746507938e-05,USA,tt0424345,2006
507,Mr. Majestyk (1974),2.600722849919972e-05,USA,tt0071866,1974
508,Jackass Number Two (2006),2.6005018729225587e-05,USA,tt0493430,2006
509,Tôkyô monogatari (1953),2.59957984835157e-05,Japan,tt0046438,1953
510,Interview with the Vampire: The Vampire Chronicles (1994),2.5963122232677093e-05,USA,tt0110148,1994
511,Creepshow (1982),2.587496062786333e-05,USA,tt0083767,1982
512,"I, Robot (2004)",2.587096249828864e-05,USA,tt0343818,2004
513,Death Wish 4: The Crackdown (1987),2.5791552263178305e-05,USA,tt0092857,1987
514,The Wizard of Gore (1970),2.5723354659376006e-05,USA,tt0066578,1970
515,Spook Busters (1946),2.5578559933357213e-05,USA,tt0038976,1946
516,Broadway Melody of 1936 (1935),2.546184360622768e-05,USA,tt0026144,1935
517,The Seven Year Itch (1955),2.53174063564796e-05,USA,tt0048605,1955
518,The Lord of the Rings: The Return of the King (2003),2.5164421253130094e-05,USA,tt0167260,2003
519,Moulin Rouge! (2001),2.5138070852741574e-05,USA,tt0203009,2001
520,Porn Star: The Legend of Ron Jeremy (2001),2.513569189038364e-05,USA,tt0282856,2001
521,Fantastic Voyage (1966),2.5037422024752436e-05,USA,tt0060397,1966
522,Hell Up in Harlem (1973),2.4885755162266124e-05,USA,tt0070169,1973
523,The King of Comedy (1982),2.4874786969268004e-05,USA,tt0085794,1982
524,The Godfather: Part II (1974),2.476592641887244e-05,USA,tt0071562,1974
525,Once Upon a Time in America (1984),2.4734304594801073e-05,USA,tt0087843,1984
526,Three Men from Texas (1940),2.4711284968553093e-05,USA,tt0033160,1940
527,Stagecoach War (1940),2.4711284968553093e-05,USA,tt0033099,1940
528,Shadows (1959),2.4675947928957883e-05,USA,tt0053270,1959
529,The Ring (2002),2.4661815438191044e-05,"USA,Japan",tt15125364,2002
530,Ying hung boon sik II (1987),2.4604826199865603e-05,Hong Kong,tt0094357,1987
531,L.A. Story (1991),2.459259566098745e-05,USA,tt0102250,1991
532,Escape from New York (1981),2.455854481603606e-05,USA,tt0082340,1981
533,King Arthur (2004),2.4521539416794473e-05,USA,tt0349683,2004
534,Point Break (1991),2.451249645091122e-05,"Japan,USA",tt0102685,1991
535,National Treasure: Book of Secrets (2007),2.4478863437546262e-05,USA,tt0465234,2007
536,Demolition Man (1993),2.432195035056509e-05,USA,tt0106697,1993
537,Rear Window (1954),2.4294711224165823e-05,USA,tt0047396,1954
538,Ratatouille (2007),2.4234941402752026e-05,USA,tt0382932,2007
539,Kick-Ass (2010),2.4218667660588858e-05,USA,tt1250777,2010
540,Hudson Hawk (1991),2.4168666148380513e-05,USA,tt0102070,1991
541,Heat (1995),2.4027790488013272e-05,USA,tt0113277,1995
542,Enter the Dragon (1973),2.3951208830848723e-05,"Hong Kong,USA",tt0070034,1973
543,Trash (1970),2.374744830704387e-05,USA,tt0066482,1970
544,The Glenn Miller Story (1954),2.3693126515894334e-05,USA,tt0047030,1954
545,Mr. Smith Goes to Washington (1939),2.363976092075201e-05,USA,tt0031679,1939
546,Van Helsing (2004),2.3606803926891387e-05,USA,tt0338526,2004
547,Halloween: Resurrection (2002),2.358237698707652e-05,USA,tt0220506,2002
548,Psycho (1960),2.3564492643029774e-05,USA,tt0054215,1960
549,Superbad (2007),2.3553611483729133e-05,USA,tt0829482,2007
550,Snatch (2000),2.353905511823981e-05,USA,tt0208092,2000
551,The Thing (1982),2.3533812503114793e-05,USA,tt0084787,1982
552,Hung fan kui (1995),2.3529356605529524e-05,Hong Kong,tt0113326,1995
553,Ghost Ship (2002),2.3526235849049788e-05,USA,tt0288477,2002
554,A Star Is Born (1937),2.3436638487610375e-05,USA,tt0029606,1937
555,Labyrinth (1986),2.3344859774364393e-05,USA,tt0091369,1986
556,Killer Klowns from Outer Space (1988),2.3273771699184496e-05,USA,tt0095444,1988
557,Lolita (1962),2.3250696638110993e-05,USA,tt0056193,1962
558,The Long Goodbye (1973),2.31988554087536e-05,USA,tt0070334,1973
559,Purple Rain (1984),2.3188997311772085e-05,USA,tt0087957,1984
560,The Wolf Man (1941),2.318402548787863e-05,USA,tt0034398,1941
561,Bad Boys (1995),2.3097667789911163e-05,USA,tt0112442,1995
562,Mary Poppins (1964),2.3071037233794095e-05,USA,tt0058331,1964
563,Who's Afraid of Virginia Woolf? (1966),2.3057450832643942e-05,USA,tt0061184,1966
564,Sneakers (1992),2.304385561222074e-05,USA,tt0105435,1992
565,Phantom of the Paradise (1974),2.3015600625740237e-05,USA,tt0071994,1974
566,Inception (2010),2.2952924252933082e-05,USA,tt1375666,2010
567,Iron Man 2 (2010),2.289578234844177e-05,USA,tt1228705,2010
568,Son of Frankenstein (1939),2.2870015331361356e-05,USA,tt0031951,1939
569,Lethal Weapon 4 (1998),2.2849623777963965e-05,USA,tt0122151,1998
570,Fahrenheit 9/11 (2004),2.2836344137900996e-05,USA,tt0361596,2004
571,High Anxiety (1977),2.272374987706308e-05,USA,tt0076141,1977
572,Westward Bound (1944),2.2650041179925275e-05,USA,tt0037456,1944
573,Knocked Up (2007),2.2646885544775742e-05,USA,tt0478311,2007
574,The Long Kiss Goodnight (1996),2.263008107401028e-05,USA,tt0116908,1996
575,Summer Rental (1985),2.254165186709317e-05,USA,tt0090098,1985
576,Live Free or Die Hard (2007),2.2466429297766564e-05,USA,tt0337978,2007
577,Over the Hedge (2006),2.2425925545048717e-05,USA,tt0327084,2006
578,Spider-Man 2 (2004),2.240760729449797e-05,USA,tt0316654,2004
579,The Apartment (1960),2.2349109786440212e-05,USA,tt0053604,1960
580,Cabin Fever (2002),2.232018721527538e-05,USA,tt0303816,2002
581,The Ten Commandments (1956),2.230713787515344e-05,USA,tt0049833,1956
582,Ben-Hur (1959),2.2217770144078828e-05,USA,tt0052618,1959
583,Frenzy (1972),2.218743823921995e-05,USA,tt0218980,1972
584,Hot Shots! Part Deux (1993),2.2131789529191325e-05,USA,tt0107144,1993
585,Clueless (1995),2.2067048953546448e-05,USA,tt0112697,1995
586,Forgetting Sarah Marshall (2008),2.1751943589038077e-05,USA,tt0800039,2008
587,Love Actually (2003),2.1743072248314483e-05,USA,tt0314331,2003
588,Scott Pilgrim vs. the World (2010),2.1694546822193882e-05,"USA,Japan",tt0446029,2010
589,Grosse Pointe Blank (1997),2.1686161817113767e-05,USA,tt0119229,1997
590,Willy Wonka & the Chocolate Factory (1971),2.1674191511407318e-05,USA,tt0067992,1971
591,The Iron Giant (1999),2.149019180094573e-05,USA,tt0129167,1999
592,Star Wars: Episode III - Revenge of the Sith (2005),2.1475483794956767e-05,USA,tt0121766,2005
593,The Parent Trap (1998),2.1430655784665594e-05,USA,tt0120783,1998
594,Batoru rowaiaru (2000),2.1403597280035623e-05,Japan,tt0266308,2000
595,Captain America: Civil War (2016),2.1399104326559347e-05,USA,tt3498820,2016
596,America's Sweethearts (2001),2.1229055383053185e-05,USA,tt0265029,2001
597,Jason Lives: Friday the 13th Part VI (1986),2.119728626097061e-05,USA,tt0091080,1986
598,The Philadelphia Experiment (1984),2.118061904913769e-05,USA,tt0087910,1984
599,Blade II (2002),2.1109279439355133e-05,USA,tt0187738,2002
600,The Last Boy Scout (1991),2.1092667400686878e-05,USA,tt0102266,1991
601,Little Shop of Horrors (1986),2.097684143150461e-05,USA,tt0091419,1986
602,Shock Treatment (1981),2.0952154876570467e-05,USA,tt0083067,1981
603,Harry Potter and the Prisoner of Azkaban (2004),2.0949669169546132e-05,USA,tt0304141,2004
604,Kung fu (2004),2.0861439720821833e-05,"Hong Kong,China",tt0373074,2004
605,Wild Things (1998),2.083063735973297e-05,USA,tt0120890,1998
606,Vampires (1998),2.0805153396897484e-05,"USA,Japan",tt0120877,1998
607,Batman v Superman: Dawn of Justice (2016),2.0798942166940555e-05,USA,tt2975590,2016
608,Urban Legend (1998),2.079388915466777e-05,USA,tt0146336,1998
609,Despicable Me 2 (2013),2.077529833822192e-05,"USA,Japan",tt1690953,2013
610,Flesh (1968),2.0774412295910816e-05,USA,tt0062979,1968
611,The Dead Zone (1983),2.0759721175020603e-05,USA,tt0085407,1983
612,Homeward Bound: The Incredible Journey (1993),2.0751272421632834e-05,USA,tt0107131,1993
613,Starman (1984),2.0709100692641797e-05,USA,tt0088172,1984
614,Resident Evil: Apocalypse (2004),2.0666730623387435e-05,USA,tt0318627,2004
615,Ghost of Dragstrip Hollow (1959),2.061712571000063e-05,USA,tt0052844,1959
616,Sleeper (1973),2.058699257514893e-05,USA,tt0070707,1973
617,Lethal Weapon 3 (1992),2.0542181199632414e-05,USA,tt0104714,1992
618,Swordfish (2001),2.0420511009245153e-05,USA,tt0244244,2001
619,The Mask (1994),2.036692697531821e-05,USA,tt0110475,1994
620,Harry Potter and the Half-Blood Prince (2009),2.0300466796469187e-05,USA,tt0417741,2009
621,Josie and the Pussycats (2001),2.0269194010190168e-05,USA,tt0236348,2001
622,The Lost Weekend (1945),2.0266371106995247e-05,USA,tt0037884,1945
623,An Inconvenient Truth (2006),2.0130875396310093e-05,USA,tt0497116,2006
624,Catch Me If You Can (2002),2.0130126611106475e-05,USA,tt0264464,2002
625,The Life Aquatic with Steve Zissou (2004),2.0116457556143228e-05,USA,tt0362270,2004
626,Very Bad Things (1998),2.0077033072952933e-05,USA,tt0124198,1998
627,The Witches of Eastwick (1987),2.0052858086290463e-05,USA,tt0094332,1987
628,The Wizard of Oz (1925),2.0029739561892034e-05,USA,tt0016544,1925
629,The Addams Family (1991),1.9822928089257377e-05,USA,tt0101272,1991
630,Kids (1995),1.9787143359437747e-05,USA,tt0113540,1995
631,Rocky III (1982),1.973875796572494e-05,USA,tt0084602,1982
632,A Shot in the Dark (1964),1.9706359923595638e-05,USA,tt0058586,1964
633,Innerspace (1987),1.9704189701353262e-05,USA,tt0093260,1987
634,The Muppets Take Manhattan (1984),1.9670762083328676e-05,USA,tt0087755,1984
635,Jarhead (2005),1.966725993448867e-05,USA,tt0418763,2005
636,Cleopatra Jones and the Casino of Gold (1975),1.9647333270822062e-05,"Hong Kong,USA",tt0072791,1975
637,Bringing Up Baby (1938),1.9645126285099463e-05,USA,tt0029947,1938
638,Hollow Man (2000),1.9614945750679288e-05,USA,tt0164052,2000
639,Spawn (1997),1.951859071360991e-05,USA,tt0120177,1997
640,Wag the Dog (1997),1.950403215379891e-05,USA,tt0120885,1997
641,Happy Feet (2006),1.9420872575459723e-05,USA,tt0366548,2006
642,Undercover Brother (2002),1.9417042481387566e-05,USA,tt0279493,2002
